Res	Resprod
	"[Source iMedia]
En 1947, l'armée américaine annonce la découverte d'un 'disque volant' écrasé au Nouveau-Mexique ; relayée par la presse, la nouvelle donne naissance au mythe des ovnis."
"Dans les années 1970, le ""Jet propulsion laboratory"" de la Nasa, aux Etats-Unis, travaille à l'envoi de sondes spatiales pour explorer les planètes des confins du système solaire.
Voyager 1, qui a atteint le système saturnien, envoie des données sur l'atmosphère de Titan.  
Pour en observer la surface, la mission Huygens Cassini, une collaboration entre la Nasa américaine, l'Esa, agence spatiale européenne, et l'Asi, agence spatiale italienne, prévoit le lancement d'un vaisseau orbiteur transportant une sonde qui sera larguée dans l'atmosphère de Titan et devra se poser sur son sol. 

En novembre 1989, la fabrication du vaisseau Cassini démarre aux Etats-Unis. La sonde Huygens est fabriquée par l'aérospatiale française. En 1997, le vaisseau Cassini et la sonde Huygens sont réunis à Cap Canaveral, en Floride, et placés sur la fusée Titan 4 Centaur pour être lancés dans l'espace le 15 octobre 1997.

A la fin de l'année 2000, la mission approche de Jupiter dont elle envoie des clichés.
Fin juin 2004, le vaisseau arrive à proximité de Saturne et se place en orbite après avoir traversé les anneaux de glace. Un survol de reconnaissance de Titan permet d'envoyer les premiers clichés de la surface de la planète.

Le 24 décembre 2004, la sonde est larguée et réussit à se poser sur Titan le 14 janvier 2005. Ses instruments intacts transmettent des données jusqu'à l'épuisement de ses batteries quelques heures plus tard.
Les données envoyées sont toujours étudiées, 13 ans après. 
Le vaisseau Cassini a continué d'envoyer des vues de la surface de Titan de 2004 à 2017, permettant ainsi de cartographier 60% de sa surface.
Les données collectées ont permis d'étudier l'habitabilité de Titan en se concentrant notamment sur le relief et la nature des sols et du sous-sol et de conclure que la planète serait la plus à même, dans le système solaire, à pouvoir accueillir la vie 
Le 15 septembre 2017, la mission Cassini prend fin avec la destruction du vaisseau pour éviter toute contamination de l'environnement. 

Une mission habitée sur Titan pourrait être la prochaine étape. Différents projets concernant la vitesse de propulsion, les habitats extraterrestres ou encore les moyens de subsistance sont notamment à l'étude. Des expériences sont menées actuellement dans la perspective éventuelle de l'installation de colons titaniens.   
  
INTERVIEWS :
- Athena COUSTENIS, astrophysicienne
- Jean-Pierre LEBRETON, responsable scientifique et technique de la mission Huygens 1984-2011 à l'ESA
- Dr Charles ELACHI, professeur et directeur du JPL 2001-2016, institut de technologie de Californie
- Ralph LORENZ, planétologue, du laboratoire de physique appliquée de l'université Johns Hopkins
- Eric GENDRON, astronome de l'Observatoire de Paris
- Stéphane LE MOUELIC, ingénieur de recherche au CNRS
- Stephen WALL, directeur adjoint de l'Unité Radar JPL, institut de technologie de Californie
- Sébastien RODRIGUEZ, planétologue, de l'institut de physique du globe de Paris.
- Nathalie CARRASCO, professeure des universités
- Amanda HENDRIX, co-auteur du livre ""Beyond earth"", maître de recherche à l'Institut des sciences planétaires de Tucson aux Etats-Unis
- Dr Peter WEISS, chef du département espace, Comex SA
- Charles WOHLFORTH, co-auteur du livre ""Beyond earth""
- Cyprien VERSEUX, astrobiologiste"	"[Source iMedia]
Comment expliquer pourquoi Titan, imposante lune de Saturne, revêt une importance majeure, notamment du fait de son atmosphère unique en son genre ?
Pour quelle raison Titan fascine-t-elle tant les astronomes du XXIe siècle ? Cette lune de la planète Saturne présente des proportions exceptionnelles. A titre de comparaison, elle est plus imposante que la planète Mercure. Surtout, Titan a la particularité d'être le seul satellite du système solaire à posséder une atmosphère dense. Certains estiment qu'elle est susceptible d'avoir permis le développement de certaines formes de vie. En 2004, la mission Cassini-Huygens a pu y déposer un robot après un voyage de 3 milliards de kilomètres qui a duré treize ans. On y observe des saisons, des lacs et des montagnes. Est-il envisageable de coloniser Titan ?"
"Déroulement de l'émission : 
- L'INTERVIEW : ESPACE, MAIS OU SONT LES EXTRA TERRESTRES ?
Interview de Roland LEHOUCQ, astrophysicien au commissariat à l'Energie atomique et  auteur du livre ""Où sont-ils ? Les extraterrestres et le paradoxe de Fermi"", à propos du manque de preuves de vie extraterrestres, d'Enrico Fermi, physicien italien, et de la science fiction cinématographique

- LE DEBAT : COREE NUCLEARISEE, COMMENT EMPECHER LA GUERRE ?
Deuxième partie d'émission consacrée au débat entre Dorian MALOVIC, journaliste, chef du service Asie au quotidien La croix, Pierre SERVENT, spécialiste des questions de défense et de stratégie militaire, et Valérie NIQUET, responsable Asie à la Fondation pour la recherche stratégique. Le débat a pour thème la montée en tension des relations entre la Corée du Nord et les Etats Unis et entre la Corée du Nord et la Chine à l'occasion du lancement, par la Corée du Nord, d'un nouveau missile balistique.
Le débat est illustré par la déclaration de Yi WANG, ministre des affaires étrangères chinois, à propos de sa volonté de faire arrêter le programme nucléaire de la Corée du Nord.

- La troisième partie de l'émission est consacrée aux chroniques de Xavier MAUDUIT pour parler du pillage d'oeuvres d'art africaines par des ethnologues français dont Michel Leiris, et de François SALTIER pour parler du droit à l'avortement et plus particulièrement du projet Navire pour l'avortement de l'ONG néerlandaise ""Women on waves"" qui propose des avortements médicamenteux gratuitement et qui intervient dans des pays où l'avortement est illégal.
La première chronique est illustrée par un extrait de l'émission ""Un livre, un jour"" de 1996 parlant de Michel Leiris, ethnologue."	"[Source iMedia]

Sommaire : 
- Espace : mais où sont les extra-terrestres ?

- Corée nucléarisée : comment empêcher la guerre ?"
	"[Source : prompteur France 2]
     
     Et si, vous aussi, vous cherchez une idée pour vos vacances.. En voici une qui ne manque pas d'originalité... pourquoi ne pas mettre le cap sur Mars... oui la planète rouge... les scientifiques viennent d'y découvrir un immense lac d'eau liquide... il ferait 20 kilomètres de long... c'est une découverte majeure... de quoi peut-être planter la tente et chercher la présence d'une vie extraterrestre...
     Yohann RELAT et Mathias SECOND"
	"[Source iMedia]
Tout au long de la semaine une personnalité, choisie pour son point de vue sur un événement qui fait la une de l'actualité, répond aux questions de Mélanie Taravant."
	"[Source iMedia]
Le Geipan, Groupe d'Etudes et d'Informations sur les Phénomènes Aérospatiaux Non identifiés, existe bien. Il a été créé il y a plus de quarante ans.
A Toulouse, au sein du Centre National d'Etudes Spatiales, il existe un bureau unique au monde, le Geipan. Le Groupe d'Etudes et d'Informations sur les Phénomènes Aérospatiaux Non identifiés existe depuis 1977. Ce service public méconnu est chargé de récolter, d'enquêter et d'expliquer, autant que possible, les témoignages d'objets volants non identifiés. Dominique Filhol raconte l'histoire de ce bureau qui semble tout droit sorti d'une fiction."
	"[Source iMedia]
""C à Vous"" se décline également le week-end avec "" C l'hebdo "". Ali Baddou et son équipe (Jean-Michel Apathie, Antoine Genton, Mélanie Taravant, Tiga, Eva Roque) ainsi que des invités fil rouge reviennent sur ce qui a marqué la semaine écoulée."
	"[Source : site internet franceinfo:]

Ovnis : un rapport du Pentagone n'explique pas tous les phénomènes aériens

Souriez-vous à la simple évocation du mot ""Ovni"" ? Que faire de ces nombreux phénomènes inexpliqués ? Un rapport du Pentagone aux États-Unis sur la question est très attendu. Le New-York Times a déjà eu connaissance de certains éléments. La journaliste Agnès Vahramian, en direct de Washington, expose les faits.

""Le rapport sur les Ovnis a été demandé par le Congrès américain. Ces incidents ont été rapportés par des pilotes de l'armée américaine, des hommes, des femmes, des scientifiques, loin des élucubrations"", explique la journaliste Agnès Vahramian en direct de Washington (États-Unis), vendredi 4 juin. Entre 2014 et 2015, des pilotes américains observent sur leurs radars des objets volants mystérieux. Ils les commentent en direct. ""C'est quoi ce truc-là ? Ça fait des rotations, oh mon Dieu !"", s'écrie un pilote sur une vidéo.

Plusieurs hypothèses plausibles

En 2019, le Pentagone ne sait pas identifier, sur des clichés, d'autres objets volants. Des images pourtant prises très au sérieux. Le Pentagone a enquêté sur 120 cas, comme celui d'un objet filmé à haute altitude et qui, soudainement, disparaît. Les journalistes du New York Times ont eu accès au rapport. ""Ils ont éliminé l'hypothèse que ces choses vues par les pilotes soient des programmes secrets de l'armée américaine"", rapporte Julien Barne, journaliste au New York Times."
	"[Source iMedia]
L'astrobiologiste franco-américaine Nathalie Cabrol s'attache à démontrer que la Terre n'a pas le monopole de la vie dans le système solaire / Rachat de la MGM, diffusion de Roland Garros, publication d'un rapport épinglant le traitement de ses travailleurs : Amazon irait-il trop loin ?
Chroniqueurs : Nadia Daam ; Claude Askolovitch ; 

Sommaire : 
- À la recherche de l'intelligence extra-terrestre
- Droits télé du championnat de football, soldes en avance. / Amazon : ogre insatiable, ou bouc-émissaire ?

[Source Kantar Media] : 
A la recherche de l'intelligence extra-terrestre. Invitée : Nathalie Cabrol, astrobiologiste. Portrait de l'invitée. 
20:10:16 Après ses études, Nathalie Cabrol quitte la France pour la NASA.
Chroniqueurs : Nadia Daam ; Claude Askolovitch.
Nathalie Cabrol, astrobiologiste de l'institut SETI. 20:16:08 Commentaire  de Nadia Daam se penchant sur le rapport demandé par le président Biden à la Marine Américaine, une étude portant sur plus de 120 phénomènes aériens non identifiés apparus sur la Cote Est. 95% de ces apparitions auraient bien trouvé une explication rationnelle reste 5% qui intriguent.  
20:17:16 Commentaire  de Nathalie Cabrol soutenant la démarche scientifique évacuant toutes ces théories fumeuses autour des petits hommes verts. L'invitée rappelle également que la NASA se saisira du rapport.  
20:19:12 En outre l'invitée craint fort la contamination de la planète Mars.

La mise au point - Sandrine Le Calvez. Amazon, entreprise créée aux Etats-Unis il y a 27 ans par Jeff Bezos, a modifié radicalement nos modes de consommation. 
20:21:27 Le 20 juillet sa société de tourisme spatial lancera sa 1ère fusée habitée et le grand patron sera du voyage. 
20:21:44 Interview de Jeff Bezos. 
20:22:04 Le fondateur d'Amazon de pionniers du commerce sur Internet possède la 2e fortune mondiale. Il vient d'acquérir le studio MGM. 
20:22:36 Canal Plus s'énerve parce qu'Amazon lui a raflé la diffusion des matches de championnat de France de football. Les petits commerçant sont en colère contre les Prime day. 
20:22:47 Interview de Christine Lacroix, commerçante à Bordeaux. 
20:23:08 Accusé de détruire les petits commerces, le géant de l'internet est aussi mis en cause pour son recours effréné à l' évasion fiscale, pour les cadences infernales infligées à ses salariés et les nuisances provoquées par ces immenses entrepôts.

Droits télé du championnat de football, soldes en avance... Amazon : ogre insatiable, ou bouc émissaire ? 
Présentation des invités : Joëlle Toledano, professeure Emérite d'Economie, auteur du livre ""Reprenons le pouvoir"" aux éditions Odile Jacob ; Vincent Mayet, fondateur, directeur général de Havas commerce, auteur du livre ""Amazon main basse sur le futur"" aux éditions Robert Laffon ; Aurélie Trouvé, ingénieur agronome et maître de conférence en économie, auteur du livre ""Idées fausses et vraies injustices, Impôts : manuel de désintox"" aux éditions Les Liens Qui Libèrent. 
20:24:59 Vincent Mayet explique les clés du succès mondial d'Amazon. 
20:26:04 Le chiffre du jour : 6,7 milliards d'euros de bénéfices pour Amazon au 1er trimestre. 
20:26:30 Aurélie Trouvé pointe le coût social d'Amazon : les conditions de travail, la destruction des emplois dans le commerce de proximité. Amazon a développé un modèle de monopolisation, comme Google et Alibaba.

20:27:48 Joëlle Toledano : Amazon est avant tout une entreprise de logistique. Aux Etats-Unis, Amazon a été attaqué en justice pour abus de position dominante car il empêche par son modèle économique les autres clients de vendre moins cher. 
20:30:15 Vincent Mayet : Amazon est le leader du e-commerce en France et il est très disputé. L'acte d'achat est un compromis très particulier en fonction des gens. Jeff Bezos a été visionnaire en comprenant que les clients voudraient être livrés et que la livraison deviendrait la norme. 
20:31:36 Aurélie Trouvé : il y a des inégalités de richesse dans les modèle même d'Amazon. Une enquête menée auprès de 256 salariés de Montélimar en France montre que le CDI est d'une durée moyenne de 2 mois et demi car les salariés ne tiennent pas et que les salaires sont extrêmement faibles avec des conditions de travail pénible.

Claude Askolovitch. Gros plan sur la montée en puissance d'Amazon. Si Amazon continue sur son rythme actuel, il dépassera le géant américain des supermarchés Walmart.  
20:34:33 Citation de Jeff Bezos.

Invité : Pascal Saint-Amans, directeur du Centre de politique et d'administration fiscales de l'OCDE. Amazon fait très peu de profits, mais il y a une partie du groupe qui est très profitable, c'est le cloud, le service qui permet de stocker les données.

Droits télé du championnat de football, soldes en avance... Amazon : ogre insatiable, ou bouc émissaire 
Aurélie Trouvé évoque le modèle économique d'Amazon face à la nouvelle taxation mondiale promue par l'OCDE et Joe Biden sur les bénéfices des sociétés. 
20:37:41 La fraude massive sur la TVA coûte un milliard d'euros par an à la France, selon la Commission européenne.

Chronique sur Michel-Edouard Leclerc. 
20:39:44 Interview de Michel-Edouard Leclerc : on est toujours le Amazon de quelqu'un. Citation Jeff Bezos.
20:40:19 Claude Askolovitch : on a compris qu'Amazon est un prédateur. 
20:40:28 Vincent Mayet : le prédateur affirmé ou affiché est AliBaba. 
20:41:35 Joëlle Toledano : ce n'est pas trop tard pour faire émerger un challenger d'Amazon en Europe.

Désintox. Gros plan sur les exagérations de Marine le Pen sur le coût d'un mineur isolé pour un département.  
20:43:34 Interview de Marine le Pen. Visuel LCI. Le montant de 50000 euros par mineur et par an évoqué par la présidente du RN apparait dans un rapport sénatorial de 2010 et dans plusieurs autres documents parlementaires ; le chiffre est évoqué par l'ADF, qui est chargée de l'aide sociale à l'enfance, et qui accueille les mineurs non accompagnés (MNA). Cette estimation est surévaluée. Dans l'entourage du secrétaire d'Etat en charge de la protection de l'enfance, on parle plutôt d' une fourchette entre 30000 et 40000 euros. Dans un rapport de l'IGAS on apprend que le département des Hauts-de-Seine évalue le coût des MNA à 25000 euros par an.

Quand les agences matrimoniales étaient à la noce. Chroniqueur : Victor Dekyvère.

Copenhague : avis de tempête sur l'île artificielle. Chroniqueur : François Saltiel."
	"[Source iMedia]
Renaud Dély présente 28 minutes samedi dans une formule adaptée au week-end, toujours en prise avec l'actualité, avec à ses côtés Nadia Daam, Jean-Mathieu Pernin et Marie Bonnisseau. L'émission apporte un éclairage tout particulier sur l'actualité française et internationale de la semaine, aux côtés d'un invité reconnu dans son domaine et croqué dans un portrait de Philippe Ridet en première partie, rejoint ensuite par deux correspondants étrangers. Sans oublier les rubriques ""Va voir ailleurs"" de Gaël Legras et ""Intéressant"" de David Castello-Lopes.

Sommaire : 
- Nathalie Cabrol : aventurière à la recherche de la vie extra-terrestre
- Permis de pêche refusés, trahison dans l'affaire des sous-marins : les Britanniques sont-ils encore nos alliés ?
- Immigration : le bras de fer avec le Maghreb est-il la solution ?

[Source Kantar Media] : 
Nathalie Cabrol, aventurière à la recherche de la vie extra-terrestre. Invitée : Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin.

La question de la vie dans l'espace, les recherches, archives : vol dans l'espace de l'astronaute soviétique femme.  
20:14:04 Micro-trottoir 1963. On a découvert un grand nombre d'exoplanètes.
La recherche de la vie extra-terrestre dans l'espace, les hypothèses,  technologies utilisées, le tourisme spatial.  
20:20:33 Le changement climatique, les sécheresses.

Va voir ailleurs. Invitée : Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin.

Permis de pêche refusés, trahison dans l'affaire des sous-marins. Les britanniques sont-ils encore nos alliés ? Invités : Meriem Amellal, journaliste franco-algérienne à France 24 ; Jon Henley, correspondant Europe pour le quotidien The Guardian ; Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin.  
20:25:08 Jon Henley : le problème de la pêche est un problème créé de toutes pièces. 
20:26:57 Citation : Annick Girardin, ministre de la Mer. Meriem Amellal : la Grande-Bretagne reste un partenaire important notamment au Sahel.

20:27:51 Jean-Mathieu Pernin : d'après le Daily Telegraph, Emmanuel Macron pourrait offrir le siège de la France à l' ONU à l'Union Européenne pour soutenir l'armée européenne. L'Elysée a démenti. 
20:28:34 Citation Sandro Gozi, eurodéputé italien. 
20:29:37 Commentaire Jon Henley. 
20:30:45 Meriem Amellal : la France a besoin de la Royal Air Force au Sahel. La coopération militaire avec les britanniques fonctionne.

Tunisie : Une femme cheffe de gouvernement, une première symbolique ? Invités : Meriem Amellal, journaliste franco-algérienne à France 24 ; Jon Henley, correspondant Europe pour le quotidien The Guardian ; Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l' Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin. 
20:31:44 Déclaration Kaïs Saïed, président tunisien. 
20:32:02 Retour plateau  
20:32:16 Meriem Amellal : pour beaucoup d'observateurs c'est une façon de faire diversion. 
20:33:55 Nathalie Cabrol : même si c'est une façade, la présence d'une femme a un effet modérateur.

Visas : L'Algérie convoque l'ambassadeur de France. Immigration : Le bras de fer avec le Maghreb est-il la solutions ? Invités : Meriem Amellal, journaliste franco-algérienne à France 24 ; Jon Henley, correspondant Europe pour le quotidien The Guardian ; Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin. Rappel sur l'affaire Pegasus en relation avec le Maroc, citation de l'Union européenne.
Le bras de fer avec le Maghreb est-il la solution ? 
20:43:28 ? Invités : Meriem Amellal,  journaliste franco-algérienne à France 24 ; Jon Henley, correspondant Europe pour le quotidien The Guardian ; Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin. 
20:40:19 Déclaration Jean-Christophe Lagarde, député UDI de Seine-Saint-Denis. 
20:40:35 Retour plateau  
20:40:51 Meriem Amellal : les habitants du Maghreb suivent de très la politique française. 
20:41:31 Jon Henley : l'immigration est la cinquième préoccupation des Français. 
20:42:49 Nathalie Cabrol : la rhétorique favorise le fascisme.

Intéressant. Est-ce que c'est bien de choisir des mots de passe très compliqués ?

La transnistrie, état inconnu, mise sur le foot pour exister. Invitée : Nathalie Cabrol, astrobiologiste, directrice du Centre de recherche Carl Sagan de l'Institut SETI, auteure de ""Voyage aux frontières de la vie"" aux éditions du Seuil. Chroniqueurs : Nadia Daam ; Jean-Mathieu Pernin ; Marie Bonnisseau."
	"[Source iMedia]
Mélanie Taravant reçoit chaque jour en direct une personnalité ou un anonyme qui fait l'actualité, de la politique au cinéma, en passant par la science ou l'économie... 10 minutes de dialogue et de témoignage pour donner un éclairage en prise directe avec l'information du jour.

[Source : site France 5]
Elle est Française, elle travaille à la NASA et elle recherche les traces d'une vie extraterrestre. Nathalie Cabrol raconte son parcours étonnant et passionnant dans un livre à la fois biographique, intime, scientifique et spirituel. Une chercheuse qui ne reste pas dans son labo mais qui part à la découverte des vies extrêmes dans les Andes, l'endroit sur Terre qui ressemble le plus à la planète Mars."
	".- [Source site internet de l'émission] : https://www.arte.tv/fr/videos/106758-001-A/tracks/
Diffuser un message interstellaire pour informer les extraterrestres sur la reproduction humaine, pêcher des micro-organismes dans les gouttes d'eau ou modifier génétiquement des pommes en y insérant le contenu de Wikipédia pour donner naissance à un ""arbre de la connaissance"" : depuis 40 ans, l'artiste américain Joe Davis refuse la segmentation des savoirs et crée des connexions originales entre biologie, philosophie et informatique."
	"[Source : prompteur FR2]
Loin de toute fiction... les chasseurs d'ovnis existent bel et bien... Un bureau d'expert du Centre national d'études spatiales travaille au quotidien sur ces phénomènes inexpliqués dans le ciel.
Trajectoires, taille, luminosité... tout est passé au crible...Odile LONGUEVAL, Emilie SIZAROL((SUJET))

[Source site internet francetvinfo.fr]

Certains pensent parfois en apercevoir dans le ciel. Pour d'autres, les Ovnis sont une invention ubuesque. En France, le Geipan, le bureau d'experts basé au Centre national d'études spatiales, considère très sérieusement ces observations. Depuis plus de 40 ans, ils mènent des investigations pour déterminer l'origine de ces phénomènes. Ces enquêteurs bénévoles, scientifiques de formation, parcourent l'Hexagone au contact des témoins.

3 % des cas restent inexpliqués

Seule une dizaine de cas par an nécessite d'aller sur le terrain. Le reste se passe en partie dans les bureaux confidentiels des ingénieurs du Cnes. Exemple avec une mystérieuse boule lumineuse filmée dans le ciel de Montpellier (Hérault). Avec un simple outil de traçage du trafic aérien, le soupçon prend rapidement fin. Ce jour-là, un avion est passé exactement au-dessus du témoin, à la même minute que l'apparition de la boule lumineuse. Au total, près d'une centaine d'observations suspectes sont traitées chaque année. La plupart des cas trouvent une réponse logique, mais 3 % restent inexpliqués."
"Témoignage à visage caché de Jacques, victime du mouvement sectaire ""kryeon"" : son ex femme, inquiète de voir son fils, hyperactif et en échec scolaire, consulte des thérapeutes qui lui disent que leur fils est un enfant ""indigo"" c'est à dire un être suprême, envoyé par les extra terrestres. Projet de créer une école à Bordeaux réunissant tous les enfants Indigo. Depuis plus d'un mois, infos sectes Aquitaine recueillent de nombreux témoignages qui condamnent cette thérapie. Cette thérapie s'appliquent surtout aux parents, réunis en séminaire et à qui ont soutire de l'argent (600 euros pour un week-end)"	
Sujet BAV Périgueux : plusieurs personnes ont vu le même phénomène lumineux dans le ciel au petit matin à Notre-dame de Sanilhac 24	
"Depuis l'apparition de phénomènes extraordinaires dans le ciel des Alpes Maritimes au dessus du plateau des Idoles, un petit village en profite pour attirer les visiteurs.
 - GP visage éclairé dans une voiture circulant de nuit dans la campagne / Témoignage de personnes qui ont vu les ""OVNI"" : ""J'ai remarqué deux lumières dans un grand silence"" / ""C'était une lumière bleue différente de celle que l'on voit sur terre"".
 - PE paysage rocailleux avec brume.
 - PE deux hommes marchant sur le plateau en comptant leurs pas / PR prise d'échantillon de terre / Les deux techniciens de l'Union européenne des chercheurs, CLAUDE CHAPEAU et PATRICK LANGUET, expliquent leur travail.
 - BT photos d'OVNI (traces lumineuses dans le ciel).
 - INTR restaurant du village : PE tablée / ITW MARIE CHRISTINE REGAD, restauratrice, qui reconnait que ces phénomènes attirent les gens.
 - PR homme au volant d'une jeep et ITW : ""J'ai vu le phénomène. C'était un triangle"" / ITW d'un vieux : ""Je n'ai jamais rien vu"".
 - Animation faisant apparaitre un fantome en imperméable rouge sur le plateau."	
"Alexandre BALOUD annonce le sommaire de l'émission constituée de plateaux et de reconstitutions d'événements. Il présente Jean Marie LAFORGUE qui va piloter, yeux bandés, une moto dans Paris, et se livrer sur le plateau à quelques expériences inédites. Entouré de RANKY illusionniste, et de Maître CALOP huissier, Jean Marie LAFORGUE plonge les mains dans une friteuse bouillante (180°) et en ressort les frites. Tout ça grâce à ses pouvoirs psychiques hors du commun.
 - LE FANTOME D'ASSAN DINA : depuis 13 ans l'architecte Pascal HAUSERMAN vit dans un château proche de Genève. Deux ans après son installation des phénomènes étranges ont commencé à se produire : main qui tient une lampe de poche, bruits puis rencontre avec ""une entité visible"" qui se révèle être le fantôme du Prince ASSAN DINA, ancien propriétaire, savant mort en Egypte en 1928. Les témoignages de relations de Pascal HAUSERMAN, Michel BLANC et Raymond BLANCHUT confirment ces événements. Le photographe Cyril de PLATTER qui a voulu prendre des photos dans le château, a vu son flash exploser, ses accus se vider... Plateau : Dorothée KOECHLIN DE BIZEMONT (écrivain), et Samuel LEPASTIER (psychiatre) débattent de problèmes de fantomes, d'hallucinations visuelles et d'états confusionnels.
 - BENTWATERS : copyright Cosgrove et Meurer Productions. Reconstitution sur le passage et l'atterrissage d'OVNI près d'une base militaire américaine, située dans le Sud de l'Angleterre. Plateau : Richard NOLANE écrivain, auteur de ""Autrefois les extraterrestres"", et André BRACK biophysicien s'opposent sur l'existence ou non des extraterrestres.
 - LE MOTARD AVEUGLE : Jean Marie LAFORGUE, 38 ans, grâce à une intense préparation mentale et une connaissance des sciences de l'esprit de tradition tibétaine, va conduire sur un long trajet de Paris (av FOCH, place de l'Etoile, Champs Elysées...)une moto 750cm3, yeux bandés. Il a sur les yeux du sparadrap, du coton, un bandeau noir et une cagoule, le tout vérifié par huissier. Il est suivi par une équipe de télévion et relié par micro. Avec les témoignages de Philippe MONNERET, professionnel de la moto et Alain RAMEL mécanicien. En plateau Jean Marie sur moto avec sa cagoule... Claude GERALDI illusionniste affirme qu'il peut faire la même chose ! Alexandre BALOUD l'accuse de mettre en doute l'honnêteté de la production de ""Mystères"". Pari tenu... Jean Marie explique son travail de concentration.
 - LE SECRET DES ALCHIMISTES : L'alchimie aurait à certaines époques, produit des maîtres capables de réaliser la mystérieuse ""pierre philosophale"" ayant le pouvoir de transmuter toute matière en or, et de prolonger la vie. Les alchimistes ont découvert le secret de la porcelaine, de la poudre à canon, du sel d'argent etc...Le plus célèbre d'entre eux fut Nicolas FLAMEL. Aujourd'hui on peut transformer le plomb en or, mais comme le dit Georges BRAME chimiste, ""vu les quantités d'énergie que cela nécessite c'est illusoire"". FULCANELLI, alchimiste du 20ème siècle avait connaissance de la pile atomique, devançant les découvertes de la physique nucléaire. Les alchimistes continuent à travailler.... En plateau, Jean Louis GARILLON homéopathe, Patrick RIVIERE historien et Georges OSORIO ingénieur, parlent de la collaboration des alchimistes et des laboratoires pharmaceutiques, de la place de l'alchimie par rapport à la science.
 - JOURNAL DE MYSTERES : Marielle FOURNIER donne quelques ""brèves"" mystérieuses. Court reportage sur le mystère des 1000 moutons égorgés ou mutilés dans le Haut Var. Maître Olivier COLLARD parle de ces prédations qui ont même mobilisé l'armée.
 - Plateau : Jean Marie LAFORGUE endort plusieurs personnes du public (volontaires). Un jeune homme (endormi) enlève sa veste et sa chemise, allongé sur un lit de verre, une planche est posée sur sa poitrine, une moto roule dessus. Réveil..."	
