"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"51";0,006;-1,512;0,028;8,638;-0,445;-0,337
"sept";3,25;-0,311;-0,041;-0,518;-0,624;-0,473
"quatre";0,059;1,538;-0,041;-0,518;-0,624;-0,473
"peut_être";0,344;0,352;-0,001;-0,444;-0,535;-0,405
"parmi";5,15;-1,816;-1,25;0,909;-0,535;-0,405
"o";0,059;1,538;-0,041;-0,518;-0,624;-0,473
"moi";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"m";-3,756;6,42;1,106;-0,444;-0,535;-0,405
"hé";1,047;0,117;-0,041;-0,518;-0,624;-0,473
"hier";-3,128;-1,512;1,838;22,207;-0,445;-0,337
"fort";-0,718;3,833;0,028;-0,369;-0,445;-0,337
"douze";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"dix";11,299;-2,12;-1,46;-0,518;-0,624;-0,473
"chaque";-0,287;0,117;3,263;-0,518;-0,624;-0,473
"ainsi";3,676;-1,512;0,028;-0,369;-0,445;-0,337
"2007";-2,5;0,008;3,039;2,069;-0,356;-0,269
"vos";-3,756;6,42;1,106;-0,444;-0,535;-0,405
"vite";-0,718;-0,028;6,471;-0,369;-0,445;-0,337
"quoi";0,344;-0,142;1,106;-0,444;-0,535;-0,405
"quelque";0,006;3,833;-1,041;-0,369;-0,445;-0,337
"maintenant";2,039;-0,142;-0,001;-0,444;-0,535;-0,405
"ma";-3,128;9,123;0,028;-0,369;-0,445;-0,337
"enfin";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"déjà";0,006;3,833;-1,041;-0,369;-0,445;-0,337
"donc";-1,203;6,42;-0,001;-0,444;-0,535;-0,405
"demain";-2,5;0,008;3,039;2,069;-0,356;-0,269
"dehors";-0,304;1,627;0,173;-0,295;-0,356;-0,269
"37";-3,128;-0,028;1,838;8,638;-0,445;-0,337
"2021";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"tard";0,006;0,802;0,028;-0,369;-0,445;-0,337
"surtout";0,006;-0,028;0,028;1,359;-0,445;-0,337
"près";3,676;-0,028;-1,041;-0,369;-0,445;-0,337
"parfois";0,992;-1,512;1,838;-0,369;-0,445;-0,337
"parce_que";3,676;-1,512;0,028;-0,369;-0,445;-0,337
"mêmes";0,992;-0,028;-1,041;1,359;-0,445;-0,337
"mon";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"mieux";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"merci";-3,128;-0,028;13,927;-0,369;-0,445;-0,337
"longtemps";0,006;-0,028;1,838;-0,369;-0,445;-0,337
"lequel";-0,718;9,123;-1,041;-0,369;-0,445;-0,337
"juste";0,006;0,802;0,028;-0,369;-0,445;-0,337
"jusqu_à";0,992;0,802;-1,041;-0,369;-0,445;-0,337
"derrière";3,676;-1,512;0,028;-0,369;-0,445;-0,337
"d_abord";0,992;-0,028;0,028;-0,369;-0,445;-0,337
"ceux";0,006;0,802;0,028;-0,369;-0,445;-0,337
"autant";0,006;0,802;0,028;-0,369;-0,445;-0,337
"aube";-3,128;-1,512;-1,041;68,216;-0,445;-0,337
"2022";-3,128;-1,512;0,028;42,067;-0,445;-0,337
"1979";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"tandis_que";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"quant";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"presque";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"ni";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"moindre";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"hors";0,229;0,008;0,173;-0,295;-0,356;-0,269
"dès";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"divers";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"devant";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"dame";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"cependant";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"celui_ci";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"autrefois";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"aucun";0,229;0,008;0,173;-0,295;-0,356;-0,269
"70";0,229;0,008;0,173;-0,295;-0,356;-0,269
"7";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"6";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"500";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"1999";-0,304;1,627;0,173;-0,295;-0,356;-0,269
"1996";-2,5;0,008;3,039;2,069;-0,356;-0,269
"votre";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"via";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"soudain";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"quels";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"quel";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"plupart";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"partout";1,017;-0,906;-0,624;3,302;-0,267;-0,202
"or";-0,032;-0,906;0,552;3,302;-0,267;-0,202
"malgré";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"lui_même";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"lorsqu";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"inter";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"combien";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"aucune";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"90";-0,032;0,175;-0,624;3,302;-0,267;-0,202
"60";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"2018";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"1994";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"1989";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"1980";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"1947";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00465200";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00462500";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_1250604012";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_5914742001";0,114;-0,603;1,517;-0,147;-0,178;-0,134
"*duree_00425100";-8,822;13,473;3,42;-1,042;-1,256;-0,95
"*notice_5266931001";-14,784;59,163;-0,025;-2,807;-3,382;-2,56
"*duree_00115100";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00233300";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_376893013";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00513700";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*notice_1299518012";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_01453800";-3,435;-0,979;27,967;-0,742;-0,894;-0,677
"*audience_11";-18,049;15,648;3,244;16,497;-7,28;-5,511
"*notice_719861019";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1068361011";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00585100";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*audience_13";-15,932;11,086;0,441;24,466;-3,95;-2,99
"*duree_00064700";-1,248;-0,603;-0,415;-0,147;-0,178;29,843
"*chaine_TF1";18,653;3,975;-1,828;-9,597;-11,564;-8,754
"*notice_2127313001";-2,17;27,592;-3,149;-1,117;-1,346;-1,019
"*audiencefemme_199";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_00470600";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_4780571001";17,763;-2,038;-2,937;-1,042;-1,256;-0,95
"*chaine_TFX";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*partdemarche_176";-5,648;30,104;-1,88;-0,667;-0,804;-0,609
"*notice_6030813001";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"*duree_00470900";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"*notice_7393928001";0,114;-0,603;1,517;-0,147;-0,178;-0,134
"*duree_01030900";-1,248;0,812;1,517;-0,147;-0,178;-0,134
"*duree_02214600";3,676;-0,028;-1,041;-0,369;-0,445;-0,337
"*duree_00351100";-2,281;12,172;-0,124;-0,593;-0,714;-0,54
"*notice_2795302001";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"*audiencefemme_36";-6,875;0,011;0,552;56,706;-3,855;-2,918
"*audience_114";3,676;-0,028;-1,041;-0,369;-0,445;-0,337
"*duree_00525300";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00395400";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*duree_00130000";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_78";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_3099269001";3,676;-0,028;-1,041;-0,369;-0,445;-0,337
"*duree_00531300";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audience_33";-5,407;-3,29;-0,025;112,864;-2,262;-1,713
"*audience_31";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*audience_37";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_230183001";0,44;2,425;-0,158;-1,117;-1,346;-1,019
"*audience_38";-1,302;21,36;-2,725;-0,967;-1,165;-0,882
"*partdemarche_481";0,055;2,337;-0,002;-0,892;-1,074;-0,813
"*partdemarche_151";-0,287;0,117;3,263;-0,518;-0,624;-0,473
"*annéededecennie_2010";-9,442;-1,482;1,6;-62,699;9,869;121,145
"*partdemarche_258";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*partdemarche_156";-1,248;6,652;-0,415;-0,147;-0,178;-0,134
"*partdemarche_375";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00475000";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*partdemarche_257";12,991;0,812;-6,376;-2,263;-2,726;-2,064
"*duree_00474100";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*notice_360911008";0;0;0;0;0;0
"*duree_00063300";-1,874;-0,906;-0,624;-0,221;-0,267;44,801
"*chaine_NT1";-0,322;1,733;1,706;-0,967;-1,165;-0,882
"*notice_71520906";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*audiencehomme_64";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00095400";-1,874;-0,906;-0,624;-0,221;33,914;-0,202
"*duree_00242800";0;0;0;0;0;0
"*partdemarche_179";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*notice_4514919001";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00583500";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1163341012";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"*chaine_C8";-11,08;-4,981;99,407;-2,34;-2,819;-2,134
"*duree_00525600";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_323";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*chaine_ARTE";-7,396;-0,285;6,802;32,618;-3,288;-2,489
"*duree_01073800";-0,624;-0,301;4,825;-0,074;-0,089;-0,067
"*audiencefemme_69";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_6039277001";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*chaine_LaCinquième";0,114;-0,603;1,517;-0,147;-0,178;-0,134
"*audiencefemme_62";0,44;2,425;-0,158;-1,117;-1,346;-1,019
"*audiencefemme_141";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*audiencefemme_61";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*notice_756770019";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_6794151001";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audiencefemme_147";14,544;-3,649;-0,666;-0,892;-1,074;-0,813
"*notice_1063522009";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_714382071";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_714382072";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_1205410014";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00470000";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00463300";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00063000";-1,874;-0,906;-0,624;-0,221;-0,267;44,801
"*audiencehomme_123";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*duree_00212200";0;0;0;0;0;0
"*audience_08";-5,246;10,264;3,919;-1,572;-1,894;-1,434
"*duree_00235900";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*notice_1087810018";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00223500";0,114;-0,603;1,517;-0,147;-0,178;-0,134
"*notice_341063007";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_341063006";0;0;0;0;0;0
"*duree_00103200";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*audiencehomme_71";-1,248;0,812;1,517;-0,147;-0,178;-0,134
"*audiencehomme_72";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*notice_585269018";0,114;-0,603;-0,415;-0,147;-0,178;6,493
"*audiencehomme_78";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"*audiencehomme_04";29,045;1,034;-6,21;-7,227;-8,708;-6,592
"*audiencehomme_05";39,238;-0,063;-5,545;-7,571;-9,123;-4,788
"*audiencehomme_06";10,684;-0,527;1,339;-4,803;-5,787;-4,381
"*audiencehomme_07";0,228;8,451;0,111;-4,075;-4,91;-3,717
"*audiencehomme_01";-21,892;-25,648;-11,085;-13,036;194,06;130,096
"*audiencehomme_02";0,063;-17,332;-1,59;-4,235;-5,103;178,858
"*audiencehomme_03";4,41;-2,527;-0,485;-3,436;5,791;-1,311
"*mediamatgroupe_Cultureconnaissance";2,606;46,997;36,51;38,037;-244,188;-178,038
"*audiencehomme_08";-5,614;17,123;2,261;-2,185;-2,633;-1,993
"*duree_01301300";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_01044500";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*notice_5882934001";-1,248;-0,603;9,659;-0,147;-0,178;-0,134
"*duree_02015700";12,991;0,812;-6,376;-2,263;-2,726;-2,064
"*partdemarche_243";1,027;1,316;0,985;-2,963;-3,571;-2,703
"*notice_1286743013";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1286743012";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00243000";0;0;0;0;0;0
"*notice_3818265001";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"*duree_00463000";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_00111900";-1,248;0,812;1,517;-0,147;-0,178;-0,134
"*audience_153";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_00110300";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_534130067";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00481100";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*notice_1273105013";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00062800";-1,248;-0,603;-0,415;-0,147;-0,178;29,843
"*duree_01050100";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1273105014";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_6794149001";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*duree_00300900";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"*duree_00461900";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*duree_00121500";-1,248;-0,603;9,659;-0,147;-0,178;-0,134
"*notice_4333782001";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*notice_1428844001";-1,302;21,36;-2,725;-0,967;-1,165;-0,882
"*duree_00281200";0;0;0;0;0;0
"*partdemarche_118";-4,027;21,479;-0,51;-0,817;-0,984;-0,745
"*notice_58429602";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00062600";-1,248;-0,603;-0,415;-0,147;-0,178;29,843
"*duree_00100700";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*audiencefemme_1";-4,593;0,031;23,404;-1,193;-1,437;-1,088
"*duree_01000200";-12,45;-1,46;6,251;67,06;-2,633;-1,993
"*publicgroupe_Déconseilléauxenfants";438,853;-70,98;-44,374;-28,487;-34,325;-23,259
"*duree_01042600";0;3,91;-0,03;-0,967;-1,165;-0,882
"*notice_828307001";12,991;0,812;-6,376;-2,263;-2,726;-2,064
"*duree_00383200";5,15;-0,142;-1,25;-0,444;-0,535;-0,405
"*partdemarche_92";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_02161600";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*notice_1203074016";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_111";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"*partdemarche_98";-5,407;-3,29;-0,025;112,864;-2,262;-1,713
"*audiencefemme_0";-0,967;-6,664;-5,76;-4,316;125,857;-0,087
"*partdemarche_29";0,992;-1,512;-1,041;-0,369;-0,445;9,678
"*partdemarche_28";-9,346;0,499;1,053;-1,801;20,753;-0,187
"*notice_4792280001";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_719861021";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_23";0,055;-3,649;-2,513;-0,892;-1,074;55,677
"*partdemarche_22";-1,722;1,258;-1,002;-1,042;-1,256;20,797
"*partdemarche_21";0,992;-1,512;-1,041;-0,369;-0,445;9,678
"*duree_00260000";-5,648;30,104;-1,88;-0,667;-0,804;-0,609
"*partdemarche_27";-1,729;-2,12;-1,46;-0,518;22,589;5,929
"*partdemarche_26";-7,078;0,599;8,045;-1,193;-1,437;4,269
"*partdemarche_25";0,197;-2,601;0,697;-1,193;-1,437;9,626
"*partdemarche_24";-2,233;-7,684;17,038;-1,878;-2,262;20,4
"*partdemarche_30";-0,019;10,229;-2,302;-0,817;-0,984;-0,745
"*notice_1650677001";-1,248;0,812;1,517;-0,147;-0,178;-0,134
"*partdemarche_112";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*duree_00530100";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_8004726001";0,141;-0,004;1,663;-0,667;-0,804;-0,609
"*audience_1";-3,756;6,42;1,106;-0,444;-0,535;-0,405
"*notice_1378887002";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_01102500";0,344;-0,142;1,106;-0,444;-0,535;-0,405
"*duree_01331400";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_6210469001";-0,61;-2,425;18,923;-0,593;-0,714;-0,54
"*partdemarche_168";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*duree_01484000";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00521700";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"*notice_715209059";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*duree_00232700";0;0;0;0;0;0
"*partdemarche_165";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*partdemarche_164";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*partdemarche_167";-4,386;15,493;-0,041;-0,518;-0,624;-0,473
"*partdemarche_166";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*annéededatediffusion_1997";-6,132;19,421;1,946;-2,263;-2,726;-2,064
"*annéededatediffusion_1996";-1,476;17,818;-0,06;-1,954;-2,355;-1,783
"*annéededatediffusion_1995";-0,349;9,986;-0,249;-1,193;-1,437;-1,088
"*notice_340923006";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*partdemarche_206";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*notice_2234259001";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"*annéededatediffusion_1999";0,233;16,927;-0,39;-4,885;-5,886;-4,455
"*duree_00092700";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_4411001";0,055;2,337;-0,002;-0,892;-1,074;-0,813
"*duree_00521500";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00250400";0;0;0;0;0;0
"*notice_1070394026";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_626588001";-3,435;7,698;1,165;-0,742;-0,894;-0,677
"*audience_75";0,055;2,337;-0,002;-0,892;-1,074;-0,813
"*notice_4596770001";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"*duree_00525800";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_01241400";-6,915;21,479;0,008;-0,817;-0,984;-0,745
"*duree_00215600";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00594900";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"*notice_3078258001";-3,435;-3,036;37,579;-0,742;-0,894;-0,677
"*duree_00102700";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*duree_01153300";-4,386;15,493;-0,041;-0,518;-0,624;-0,473
"*notice_5861025001";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*notice_764979026";-3,478;-4,264;46,752;-1,042;-1,256;-0,95
"*audiencefemme_83";0,055;2,337;-0,002;-0,892;-1,074;-0,813
"*genregroupe_Tranchehoraire";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"*notice_1169949013";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*audiencefemme_112";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"*audiencehomme_39";-5,407;-3,29;-0,025;112,864;-2,262;-1,713
"*notice_1852440003";0;0;0;0;0;0
"*duree_00235300";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*audiencehomme_31";-7,196;-2,093;4,572;58,67;-2,913;-2,205
"*audience_91";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"*notice_1247286012";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"*audiencefemme_27";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_01195900";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"*notice_1247286011";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*audiencefemme_22";-9,307;-1,044;0,51;95,766;-2,913;-2,205
"*notice_671503021";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00373000";-14,038;-2,247;3,008;102,527;-2,447;-1,853
"*audience_83";-1,248;0,812;1,517;-0,147;-0,178;-0,134
"*audiencefemme_28";-12,45;-1,46;6,251;67,06;-2,633;-1,993
"*audiencefemme_29";-5,648;30,104;-1,88;-0,667;-0,804;-0,609
"*duree_00202200";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00473700";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*notice_5902399001";-4,386;15,493;-0,041;-0,518;-0,624;-0,473
"*notice_532936068";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00430600";-2,281;0,016;11,626;-0,593;-0,714;-0,54
"*duree_00290100";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"*notice_5367293001";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_00460200";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*notice_1280121012";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00212100";0;0;0;0;0;0
"*duree_00095800";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*annéededatediffusion_2023";12,4;-28,66;-0,232;118,724;-17,47;-13,224
"*notice_1230963016";-6,132;-9,259;8,208;76,318;-2,726;-2,064
"*duree_01390400";-14,784;59,163;-0,025;-2,807;-3,382;-2,56
"*genregroupe_Feuilleton";29,374;-4,956;-2,912;-1,801;-2,17;-1,643
"*chaine_M6";8,163;0,08;-0,138;-3,042;-3,665;-2,775
"*notice_4640364001";-1,248;6,652;-0,415;-0,147;-0,178;-0,134
"*notice_523304001";-0,287;0,117;3,263;-0,518;-0,624;-0,473
"*duree_00212300";0;0;0;0;0;0
"*partdemarche_335";3,676;-0,028;-1,041;-0,369;-0,445;-0,337
"*duree_00532800";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00524000";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*notice_535713001";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*duree_01363600";-0,065;0,352;1,106;-0,444;-0,535;-0,405
"*duree_00051800";-1,248;-0,603;9,659;-0,147;-0,178;-0,134
"*audiencefemme_16";2,59;5,752;-1,875;-2,651;-3,194;-2,418
"*notice_1056992067";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_1163341011";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_01121500";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"*duree_00532200";16,181;-3,036;-2,091;-0,742;-0,894;-0,677
"*chaine_RMCStory";256,395;-45,639;-32,697;-12,558;-15,132;-11,454
"*duree_00472500";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_02222300";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"*audience_122";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*duree_00115900";0,114;-0,603;1,517;-0,147;-0,178;-0,134
"*audience_127";14,544;-3,649;-0,666;-0,892;-1,074;-0,813
"*notice_6283387001";-6,281;7,698;3,691;-0,742;-0,894;-0,677
"*notice_1299518013";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1404080003";0,114;-0,603;1,517;-0,147;-0,178;-0,134
"*partdemarche_67";-3,435;-3,036;37,579;-0,742;-0,894;-0,677
"*partdemarche_65";-8,73;-1,875;5,083;61,282;-2,819;-2,134
"*notice_1068361012";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00065200";0,114;-0,603;-0,415;-0,147;-0,178;6,493
"*genregroupe_Série";31,165;-2,168;-1,229;-4,559;-5,493;-4,158
"*duree_00064600";-4,386;-2,12;-1,46;-0,518;-0,624;104,874
"*notice_671330001";-1,729;15,493;-1,46;-0,518;-0,624;-0,473
"*duree_00235500";0;0;0;0;0;0
"*notice_1066356011";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1197239013";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*notice_1197239014";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*duree_00433600";-4,386;15,493;-0,041;-0,518;-0,624;-0,473
"*notice_1248476011";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00515400";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_01240100";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"*partdemarche_124";-0,409;3,973;1,604;-1,648;-1,986;-1,503
"*partdemarche_127";-3,435;7,698;1,165;-0,742;-0,894;-0,677
"*notice_1066356012";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_122";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*notice_1102103001";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_00065100";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*chaine_RMCDécouverteHD24";44,301;-8,312;-5,724;-2,031;-2,447;-1,853
"*annéededecennie_2020";22,694;-104,365;-4,55;191,397;8,637;-38,334
"*duree_00233700";0;0;0;0;0;0
"*notice_4804691001";-0,624;-0,301;4,825;-0,074;-0,089;-0,067
"*notice_1073928012";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00494600";-6,132;-9,259;8,208;76,318;-2,726;-2,064
"*duree_00424400";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"*duree_00272000";0;0;0;0;0;0
"*duree_01122800";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
